Soil Moisture,Temperature, Soil Humidity,Time,Status
86,29,57,70,ON
42,1,49,70,OFF
38,1,34,83,OFF
67,21,58,33,OFF
8,2,63,96,OFF
1,25,63,16,OFF
59,34,56,89,ON
73,19,24,28,OFF
59,2,63,92,OFF
78,16,64,4,OFF
77,42,28,13,OFF
87,23,70,74,ON
75,42,37,29,OFF
85,39,48,15,OFF
90,8,51,63,OFF
75,22,35,38,OFF
12,44,25,74,ON
42,24,46,101,OFF
49,22,39,30,ON
77,23,28,108,OFF
30,35,44,102,OFF
85,20,67,103,OFF
74,21,23,83,OFF
65,22,33,44,ON
78,37,20,6,OFF
35,21,21,12,ON
64,4,20,84,OFF
51,2,57,56,OFF
37,38,38,23,ON
1,29,38,98,OFF
65,11,20,7,ON
16,27,39,53,ON
70,39,41,7,OFF
47,23,43,108,OFF
16,13,65,49,ON
63,19,49,87,ON
26,39,39,64,ON
56,13,65,9,ON
48,13,58,20,ON
11,7,24,62,ON
15,31,58,36,ON
21,3,29,105,OFF
6,36,27,31,ON
54,14,46,1,ON
52,7,29,45,OFF
66,38,32,30,OFF
12,45,39,13,ON
9,18,45,34,ON
25,34,65,84,ON
61,18,64,4,ON
85,29,65,10,OFF
38,42,45,53,ON
45,33,52,16,ON
41,20,70,63,ON
63,9,64,62,ON
17,45,25,24,ON
27,17,64,58,ON
12,25,56,102,OFF
58,7,68,69,ON
86,43,67,51,ON
51,13,47,69,OFF
70,0,70,108,OFF
62,31,50,59,ON
10,14,42,96,OFF
65,12,29,79,OFF
85,23,50,34,OFF
68,7,22,93,OFF
30,19,53,59,OFF
75,20,36,0,OFF
65,26,46,73,ON
68,43,22,23,OFF
40,3,33,31,ON
72,19,38,29,OFF
64,24,31,47,OFF
7,5,66,73,ON
68,40,24,21,OFF
71,3,42,2,OFF
5,22,35,109,OFF
31,6,42,90,OFF
2,4,27,28,ON
12,30,33,107,OFF
36,8,39,31,OFF
21,40,54,60,ON
82,25,24,66,ON
50,12,54,55,OFF
13,32,68,16,ON
84,19,65,43,ON
14,9,52,67,ON
12,43,51,50,ON
59,28,29,59,OFF
10,1,28,68,ON
10,4,40,17,ON
47,28,67,4,ON
85,30,43,61,ON
58,45,32,31,ON
33,17,21,59,OFF
22,31,63,29,ON
77,19,32,54,ON
11,40,55,16,ON
19,13,70,89,ON
73,36,68,81,ON
49,9,32,6,OFF
88,20,21,88,OFF
57,13,31,71,OFF
4,26,30,17,ON
70,23,59,5,OFF
75,31,39,57,ON
66,31,68,8,ON
1,42,58,86,ON
30,39,62,72,ON
54,37,55,22,ON
1,24,61,70,ON
37,26,67,102,OFF
77,24,45,102,OFF
15,37,39,97,OFF
86,30,56,98,OFF
33,22,32,56,ON
68,23,41,100,OFF
57,8,37,88,ON
70,40,42,36,OFF
12,3,57,5,OFF
59,42,46,36,ON
79,19,68,52,ON
14,9,36,109,OFF
56,0,53,52,OFF
31,24,58,90,OFF
16,27,61,26,ON
8,30,59,6,ON
61,37,46,100,OFF
40,7,60,57,OFF
85,14,34,75,ON
22,19,27,33,ON
71,29,26,76,ON
72,40,33,55,ON
76,17,38,42,ON
30,3,29,18,ON
30,37,48,104,OFF
73,41,56,89,ON
81,10,60,21,OFF
36,16,45,68,ON
81,40,26,21,OFF
5,13,38,85,ON
84,15,41,5,OFF
81,22,43,17,OFF
5,14,68,17,ON
72,45,68,56,ON
80,20,33,81,ON
4,21,22,99,OFF
61,14,66,67,ON
11,22,50,106,OFF
37,13,36,24,ON
77,29,27,95,OFF
10,1,35,48,ON
26,25,48,51,ON
22,7,70,100,OFF
8,0,52,33,OFF
67,43,38,19,OFF
32,26,47,110,OFF
64,13,22,60,OFF
7,21,44,91,OFF
51,3,20,81,OFF
85,40,24,84,ON
29,21,54,36,ON
19,22,40,88,ON
84,26,28,99,OFF
17,0,25,68,ON
8,13,21,76,ON
19,10,58,70,ON
4,7,49,2,OFF
33,14,33,50,ON
63,22,28,4,ON
37,38,70,52,ON
50,31,68,78,ON
72,1,31,17,OFF
73,20,45,78,ON
27,39,69,52,ON
57,39,43,78,ON
86,35,49,25,OFF
79,28,26,23,OFF
72,17,23,45,OFF
17,1,69,106,OFF
84,4,33,10,OFF
79,33,64,4,OFF
25,33,64,90,ON
50,22,68,75,ON
32,44,64,57,ON
1,17,27,92,OFF
86,45,58,106,OFF
82,24,48,82,ON
19,3,47,63,ON
52,12,38,79,ON
21,19,24,60,OFF
1,14,42,13,ON
83,7,58,40,OFF
77,42,20,16,OFF
44,29,23,35,ON
48,24,23,80,ON
33,10,59,32,ON
12,31,45,42,ON
49,38,49,14,ON
2,21,57,106,OFF
61,20,38,61,ON
50,19,25,110,OFF
90,14,64,87,ON
76,23,52,62,ON
58,37,55,70,ON
37,22,31,20,ON
7,28,65,11,ON
5,11,40,54,ON
27,34,37,15,ON
30,17,31,97,OFF
55,29,62,27,ON
59,18,22,109,OFF
12,16,29,107,OFF
78,37,29,25,OFF
49,2,28,87,OFF
10,20,29,17,ON
36,11,26,4,ON
60,3,30,50,OFF
21,9,51,100,OFF
43,21,23,39,ON
88,30,31,62,OFF
71,15,23,15,OFF
70,15,24,64,OFF
84,3,65,36,OFF
6,20,60,79,ON
73,26,24,94,OFF
1,11,24,4,ON
68,9,50,87,OFF
44,30,47,46,ON
45,33,24,98,OFF
74,26,27,0,OFF
88,22,43,55,ON
71,35,49,45,ON
15,43,65,56,ON
22,14,31,78,OFF
46,39,47,6,ON
37,11,32,73,ON
3,18,64,21,ON
73,36,37,110,OFF
64,19,43,78,ON
74,1,29,48,OFF
76,37,67,100,OFF
89,27,34,23,OFF
18,18,34,36,ON
78,35,34,21,OFF
84,16,52,37,OFF
35,35,28,82,ON
39,7,58,67,OFF
31,7,53,14,ON
62,28,67,8,ON
37,40,37,110,OFF
27,11,63,3,ON
7,42,24,66,ON
47,32,26,39,ON
5,0,27,76,ON
17,6,43,108,OFF
66,9,32,106,OFF
47,5,57,10,ON
71,42,30,68,ON
81,26,28,95,OFF
59,10,44,35,ON
17,12,37,108,OFF
26,31,39,41,ON
41,45,34,71,ON
80,17,61,108,OFF
67,18,47,2,ON
42,0,25,24,OFF
70,30,27,47,ON
45,21,52,99,OFF
68,7,47,22,OFF
55,17,68,24,ON
10,4,45,78,ON
1,12,35,38,ON
76,29,43,2,OFF
24,10,63,76,OFF
45,4,22,19,ON
81,39,42,29,OFF
81,32,66,89,ON
36,24,51,1,ON
22,28,38,40,ON
65,25,67,17,OFF
19,21,49,12,ON
50,16,34,3,ON
30,33,27,56,ON
46,26,30,2,ON
2,16,28,74,ON
32,14,70,33,ON
70,21,55,104,OFF
59,14,54,62,OFF
56,7,70,96,OFF
2,23,29,85,ON
88,7,66,16,OFF
88,44,35,55,ON
18,41,26,2,ON
45,7,67,34,ON
56,20,59,6,ON
66,7,50,105,OFF
42,0,61,57,OFF
9,31,67,110,OFF
6,14,23,85,ON
64,23,42,8,ON
3,40,44,90,ON
80,10,51,101,OFF
9,40,63,43,ON
19,10,28,13,ON
22,26,42,89,ON
7,36,26,45,ON
13,13,41,50,ON
43,26,37,92,OFF
47,38,20,0,ON
13,1,28,53,ON
49,14,39,62,ON
56,30,68,92,OFF
22,13,60,11,ON
24,13,21,67,OFF
24,27,39,98,OFF
14,1,44,62,ON
12,11,37,69,ON
69,0,34,6,OFF
39,14,57,74,OFF
62,34,21,53,ON
72,29,45,5,OFF
67,34,25,99,OFF
53,18,68,36,ON
4,7,29,23,ON
79,26,55,6,OFF
77,5,26,73,OFF
26,18,70,57,ON
31,25,60,30,OFF
86,42,50,80,ON
89,37,59,16,OFF
60,40,54,0,ON
90,41,24,37,OFF
23,12,36,106,OFF
39,40,35,75,ON
57,24,41,65,ON
88,7,54,11,OFF
70,18,41,35,OFF
71,39,25,74,ON
54,41,38,41,ON
60,0,57,32,OFF
33,13,35,63,ON
89,14,35,18,OFF
29,43,21,37,ON
4,5,50,94,OFF
52,11,47,90,OFF
10,2,67,25,ON
80,39,70,34,OFF
46,18,58,76,OFF
56,9,69,1,OFF
5,27,49,96,OFF
59,22,56,105,OFF
78,45,30,13,OFF
83,42,55,63,ON
47,16,30,76,OFF
34,45,39,104,OFF
36,12,26,107,OFF
39,45,66,70,ON
28,5,48,30,ON
38,43,62,13,ON
27,12,27,104,OFF
21,6,38,11,ON
38,38,58,84,ON
57,10,37,88,ON
9,21,51,54,ON
84,31,29,49,ON
38,39,31,1,ON
84,26,33,60,ON
87,12,51,2,OFF
61,1,56,94,OFF
84,25,69,5,OFF
36,2,65,68,ON
1,7,25,38,ON
11,5,65,71,ON
71,26,24,4,OFF
9,32,36,86,ON
30,12,47,89,OFF
64,17,33,92,OFF
65,35,30,33,OFF
90,23,27,105,OFF
46,17,52,85,OFF
75,41,35,48,ON
9,39,59,14,ON
88,38,65,105,OFF
11,31,50,13,ON
45,1,66,60,OFF
39,32,44,99,OFF
18,20,64,57,ON
10,7,44,95,OFF
85,21,28,82,OFF
6,40,41,34,ON
12,23,27,82,ON
64,45,26,45,ON
21,5,42,11,ON
76,26,70,40,ON
30,29,29,35,ON
77,19,59,87,OFF
8,32,23,71,ON
29,11,51,14,ON
3,4,50,59,ON
12,27,36,75,ON
78,7,22,7,OFF
54,19,47,3,ON
11,24,23,65,ON
34,44,21,76,ON
16,42,37,43,ON
57,42,60,91,OFF
77,27,38,107,OFF
35,27,49,24,ON
18,10,63,43,ON
56,4,39,52,OFF
85,21,25,32,OFF
27,1,42,32,OFF
77,15,37,20,OFF
87,22,54,91,OFF
53,27,46,2,ON
23,10,31,39,ON
20,41,46,48,ON
61,4,52,98,OFF
30,34,68,85,ON
38,2,46,106,OFF
35,43,53,76,ON
73,1,39,4,OFF
44,14,67,2,ON
48,15,26,62,OFF
66,37,48,42,ON
37,5,22,32,ON
21,25,50,72,ON
51,1,61,38,OFF
21,6,37,103,OFF
46,12,29,24,ON
4,32,28,72,ON
3,41,57,70,ON
59,43,21,21,ON
80,12,66,3,OFF
69,14,55,23,OFF
18,12,54,71,ON
17,8,69,93,OFF
41,37,33,24,ON
82,1,38,26,OFF
15,45,60,41,ON
46,18,25,30,ON
12,34,28,61,ON
90,21,66,14,OFF
1,27,65,98,OFF
62,21,30,11,OFF
31,31,38,14,ON
84,21,46,50,ON
79,20,55,53,OFF
7,10,59,33,ON
40,39,29,99,OFF
81,28,47,52,ON
70,28,66,9,OFF
49,9,44,86,OFF
18,31,62,93,OFF
82,8,47,109,OFF
32,42,33,96,OFF
39,42,24,110,OFF
69,26,37,30,OFF
31,21,61,93,OFF
49,40,57,25,ON
17,40,33,89,ON
60,5,22,29,OFF
64,35,40,1,ON
83,28,24,46,ON
27,0,70,0,OFF
65,15,65,14,OFF
62,18,52,48,OFF
27,39,55,7,ON
83,16,31,82,OFF
77,14,37,70,ON
75,2,25,106,OFF
55,42,59,49,ON
1,35,61,81,ON
37,30,46,72,ON
41,18,34,24,ON
60,16,22,108,OFF
18,7,34,12,ON
6,44,40,80,ON
3,45,61,92,OFF
10,11,25,1,ON
15,12,43,57,ON
51,18,35,59,ON
48,10,31,52,OFF
18,42,32,1,ON
24,4,28,29,ON
77,24,36,67,ON
7,11,20,99,OFF
77,16,54,105,OFF
25,0,70,58,OFF
18,0,24,75,ON
22,23,28,45,OFF
77,9,68,82,ON
84,25,37,31,OFF
86,7,63,64,OFF
35,18,41,103,OFF
64,11,31,108,OFF
7,25,39,53,ON
76,37,54,83,ON
56,23,54,71,ON
48,32,30,37,ON
5,10,23,8,OFF
19,44,36,19,ON
30,19,53,37,ON
87,2,49,108,OFF
9,41,47,27,ON
10,13,57,45,ON
52,44,34,98,OFF
59,4,67,50,ON
69,44,24,76,ON
43,9,69,80,ON
52,39,62,23,ON
50,44,67,65,ON
5,40,51,3,ON
80,1,42,90,OFF
56,11,53,81,OFF
45,17,63,51,OFF
55,14,36,100,OFF
33,25,63,81,OFF
79,22,59,70,OFF
14,13,29,105,OFF
67,21,63,37,OFF
25,18,63,18,ON
1,39,66,68,ON
34,14,62,89,OFF
37,19,46,35,ON
8,37,27,83,ON
80,12,24,67,OFF
78,0,22,26,OFF
47,41,57,38,ON
10,42,54,99,OFF
58,22,66,89,ON
3,8,69,29,ON
75,45,50,90,ON
86,3,37,73,OFF
37,19,62,51,OFF
50,8,49,58,OFF
41,5,54,20,ON
61,31,53,64,ON
20,31,66,53,ON
30,30,53,45,ON
82,22,60,49,OFF
23,5,54,107,OFF
76,23,62,80,OFF
50,41,35,39,ON
37,10,44,32,ON
2,7,29,73,ON
46,26,64,25,ON
40,39,38,59,ON
45,42,53,0,ON
65,26,32,20,OFF
79,44,35,72,ON
28,17,68,94,OFF
12,37,25,7,ON
90,12,50,34,OFF
52,36,34,4,ON
35,39,68,18,ON
16,25,46,58,ON
57,24,43,32,ON
30,17,30,103,OFF
52,32,41,108,OFF
72,12,44,55,OFF
38,13,68,16,ON
26,27,39,81,ON
35,34,69,109,OFF
7,0,30,38,OFF
19,41,26,58,ON
65,11,38,81,ON
49,6,61,5,OFF
75,35,53,96,OFF
62,9,56,26,OFF
8,26,32,17,ON
51,43,27,53,ON
33,5,69,38,ON
38,23,69,13,ON
33,21,52,90,ON
87,45,61,31,OFF
26,16,31,30,ON
66,31,48,7,ON
88,26,66,70,ON
66,13,43,16,OFF
43,8,52,89,OFF
24,24,29,3,ON
65,1,25,70,OFF
32,3,40,83,OFF
79,0,63,52,OFF
3,33,34,7,ON
34,32,54,21,ON
46,20,29,16,ON
73,6,49,108,OFF
79,9,26,5,OFF
15,42,64,97,OFF
82,16,32,45,ON
41,28,27,24,ON
51,41,61,29,ON
86,30,27,71,ON
71,17,38,51,ON
80,15,56,9,OFF
44,35,42,110,OFF
69,33,67,98,OFF
19,10,57,65,ON
90,13,20,61,OFF
44,35,26,57,ON
66,22,25,81,OFF
75,29,60,69,ON
86,24,30,11,OFF
18,7,63,70,ON
23,4,26,43,OFF
54,36,48,9,ON
18,25,35,6,ON
8,34,39,54,ON
1,2,63,94,OFF
14,23,68,7,ON
16,15,40,72,ON
74,10,43,57,OFF
46,7,62,6,OFF
25,29,59,22,ON
56,33,29,84,ON
52,41,62,88,ON
24,31,51,5,ON
75,6,39,35,OFF
8,12,34,22,ON
80,31,35,14,OFF
75,14,52,4,OFF
32,24,31,75,OFF
76,25,54,100,OFF
21,12,36,59,ON
59,19,50,73,ON
1,30,49,18,ON
49,18,40,2,ON
27,30,32,41,ON
33,30,20,48,ON
19,32,68,61,ON
15,42,40,108,OFF
49,40,36,57,ON
81,17,46,80,ON
86,11,32,0,OFF
35,20,30,77,OFF
13,17,26,3,ON
41,2,56,85,OFF
48,5,37,10,ON
50,3,35,58,ON
71,23,59,90,OFF
46,39,36,48,ON
8,29,34,75,ON
41,29,60,82,ON
83,5,47,21,OFF
2,21,65,108,OFF
70,19,55,44,OFF
60,43,26,83,ON
59,31,46,42,ON
42,11,27,92,OFF
57,41,34,100,OFF
77,26,64,34,OFF
61,44,25,63,ON
52,41,20,97,OFF
49,38,25,14,ON
31,9,27,13,ON
52,31,67,12,ON
80,18,64,24,OFF
7,45,47,56,ON
28,16,58,47,OFF
49,0,38,96,OFF
44,41,45,83,ON
41,43,31,108,OFF
54,34,36,9,ON
89,12,43,18,OFF
64,34,69,76,ON
76,43,24,69,ON
79,37,50,22,OFF
14,3,32,37,ON
25,35,69,22,ON
80,10,25,67,OFF
77,6,56,92,OFF
70,45,65,73,ON
83,4,50,41,OFF
31,11,68,48,ON
70,23,37,0,OFF
65,13,45,55,ON
75,19,50,91,OFF
75,32,61,23,OFF
33,17,57,87,OFF
36,8,31,16,OFF
78,11,66,105,OFF
73,30,26,22,OFF
57,36,27,17,ON
39,6,42,41,OFF
66,45,55,19,OFF
14,7,31,104,OFF
27,20,26,82,OFF
73,33,62,63,ON
43,30,49,30,ON
38,28,22,51,ON
89,39,58,26,OFF
5,38,55,85,ON
1,38,43,58,ON
45,15,62,81,OFF
48,15,35,87,ON
4,7,22,8,OFF
47,15,51,82,OFF
12,21,26,107,OFF
72,42,68,66,ON
32,38,32,18,ON
42,9,41,19,OFF
39,41,56,45,ON
3,23,33,109,OFF
60,5,62,24,OFF
56,25,58,6,ON
70,27,32,15,OFF
74,5,23,27,OFF
67,38,51,41,ON
48,29,44,24,ON
14,41,43,36,ON
51,28,46,74,ON
88,39,70,89,ON
29,42,27,19,ON
63,29,37,103,OFF
31,24,59,104,OFF
55,38,29,57,ON
35,43,62,42,ON
71,29,58,100,OFF
47,10,24,85,OFF
58,37,67,0,ON
66,36,24,47,ON
33,32,31,2,ON
89,18,26,32,OFF
32,20,28,104,OFF
49,43,34,59,ON
80,38,34,4,OFF
53,24,26,106,OFF
60,34,64,51,ON
53,27,28,51,OFF
63,2,50,90,OFF
76,3,32,42,ON
38,42,37,70,ON
49,41,66,11,ON
77,26,49,77,ON
78,37,60,34,OFF
61,9,51,96,OFF
60,15,41,105,OFF
28,12,70,16,ON
46,1,55,40,OFF
43,29,32,38,ON
41,25,23,4,ON
16,44,51,69,ON
47,30,28,33,ON
37,12,36,10,ON
56,29,45,36,ON
66,34,53,68,ON
85,31,42,3,OFF
1,45,44,45,ON
48,39,43,47,ON
20,37,35,86,ON
67,3,44,95,OFF
14,0,61,24,OFF
90,8,34,61,ON
13,13,57,90,ON
5,36,62,85,ON
67,39,67,83,ON
50,29,35,110,OFF
17,6,59,82,ON
5,7,57,14,ON
82,19,56,47,OFF
83,32,66,85,ON
24,41,62,62,ON
37,0,53,90,OFF
5,1,37,32,OFF
22,28,49,60,ON
23,23,64,22,ON
70,1,43,99,OFF
69,28,63,107,OFF
62,25,37,78,ON
45,4,34,109,OFF
54,30,58,50,ON
27,10,43,80,OFF
19,0,52,26,OFF
82,25,34,36,OFF
41,18,21,45,OFF
62,19,39,69,ON
24,17,51,96,OFF
41,33,69,6,ON
61,14,34,39,OFF
76,15,65,59,ON
59,22,23,85,OFF
34,11,64,67,ON
77,4,55,7,OFF
9,38,35,48,ON
72,8,50,52,OFF
22,45,51,42,ON
52,27,62,84,OFF
79,42,46,60,ON
1,20,67,109,OFF
75,26,35,50,ON
24,2,21,46,OFF
17,12,21,21,ON
27,26,33,3,ON
1,0,29,98,OFF
25,22,52,69,ON
56,35,64,12,ON
1,41,48,96,OFF
45,27,33,10,ON
19,39,26,57,ON
89,37,48,17,OFF
16,0,60,108,OFF
65,37,45,91,OFF
88,25,68,11,OFF
50,12,51,39,ON
57,33,29,34,ON
36,29,52,7,ON
45,26,27,65,OFF
14,13,58,25,ON
24,13,37,85,ON
37,36,55,12,ON
86,34,23,92,OFF
9,27,47,77,ON
70,11,70,1,OFF
84,37,38,62,ON
49,22,50,102,OFF
32,11,26,90,OFF
83,43,35,65,ON
20,1,67,92,OFF
7,19,46,45,ON
15,35,39,0,ON
18,21,55,48,ON
45,14,43,22,ON
11,27,25,7,ON
88,43,48,93,OFF
70,22,61,91,OFF
67,41,49,28,OFF
31,35,60,48,ON
21,26,30,30,ON
19,15,59,73,ON
51,6,36,34,ON
87,30,45,55,ON
63,13,58,21,OFF
17,45,56,55,ON
8,16,34,1,ON
6,14,24,34,ON
52,35,44,9,ON
65,39,50,42,ON
70,37,61,24,OFF
32,23,59,11,ON
26,4,49,101,OFF
69,19,57,101,OFF
88,35,65,20,OFF
12,29,62,67,ON
53,6,49,48,OFF
79,12,63,56,OFF
69,1,25,96,OFF
45,7,40,106,OFF
34,35,67,73,ON
59,42,53,103,OFF
84,23,37,15,OFF
51,39,36,12,ON
52,27,49,17,ON
44,23,28,95,OFF
14,2,54,83,ON
52,40,62,35,ON
63,20,49,108,OFF
38,10,35,49,ON
46,5,50,87,OFF
7,9,29,41,ON
49,37,64,23,ON
26,21,48,95,OFF
86,8,22,87,OFF
7,24,28,18,ON
23,5,26,70,OFF
46,7,33,16,ON
86,38,51,17,OFF
15,38,21,79,ON
41,13,68,60,ON
55,18,65,97,OFF
9,17,66,10,ON
56,13,55,5,ON
4,18,65,108,OFF
83,18,20,83,OFF
78,22,31,84,OFF
86,10,31,29,OFF
8,34,35,82,ON
24,25,35,51,ON
86,19,69,97,OFF
28,14,24,92,OFF
28,25,55,103,OFF
11,42,39,3,ON
79,27,35,106,OFF
4,31,24,75,ON
76,28,30,62,OFF
8,14,32,107,OFF
10,14,56,55,ON
40,33,31,75,ON
88,31,60,93,OFF
62,14,45,45,ON
79,28,24,90,ON
28,35,44,83,ON
40,11,23,92,OFF
28,37,24,32,ON
75,33,39,70,ON
8,34,38,29,ON
75,29,27,4,OFF
10,45,29,18,ON
21,6,56,61,OFF
57,25,21,69,ON
59,13,69,63,ON
66,7,30,27,OFF
14,20,33,102,OFF
4,24,58,75,ON
33,5,65,38,ON
66,16,35,1,ON
25,45,62,38,ON
74,17,23,39,OFF
61,2,69,103,OFF
36,4,47,22,ON
86,45,27,57,ON
47,13,56,105,OFF
35,33,29,55,ON
55,10,47,105,OFF
73,29,58,50,ON
50,44,29,43,ON
24,4,66,42,ON
81,44,70,88,ON
53,4,35,53,ON
39,4,21,29,ON
42,34,26,14,ON
51,8,43,0,OFF
19,18,45,52,ON
11,21,66,92,OFF
65,45,45,99,OFF
38,17,36,26,OFF
48,30,68,78,ON
50,18,67,103,OFF
20,24,64,11,ON
65,24,41,105,OFF
77,36,57,99,OFF
12,3,62,37,ON
36,23,58,79,OFF
2,26,70,97,OFF
3,45,33,95,OFF
60,41,59,72,ON
2,17,67,82,ON
67,22,68,104,OFF
89,4,22,67,OFF
1,25,70,27,ON
90,27,33,4,OFF
6,45,29,23,ON
90,40,36,108,OFF
55,24,57,22,ON
15,1,20,56,ON
26,35,20,15,ON
4,28,39,108,OFF
20,8,60,109,OFF
33,24,52,100,OFF
59,15,22,44,OFF
62,5,26,51,OFF
57,2,60,39,OFF
31,27,62,30,ON
29,37,38,20,ON
4,37,38,44,ON
64,19,20,87,OFF
60,27,52,33,OFF
8,19,55,64,ON
19,23,35,76,ON
39,33,69,53,ON
87,40,23,88,ON
10,14,38,22,ON
24,4,42,78,OFF
52,35,48,70,ON
78,6,22,44,OFF
37,1,23,85,OFF
1,38,66,104,OFF
61,42,26,55,ON
83,23,50,65,ON
78,37,43,41,ON
32,38,53,10,ON
27,25,53,17,OFF
51,11,26,82,OFF
28,36,35,97,OFF
31,9,50,13,OFF
19,13,36,36,ON
21,17,54,66,OFF
84,41,57,71,ON
86,16,59,42,OFF
58,15,68,72,ON
50,9,55,34,ON
55,20,42,68,ON
9,1,64,36,ON
40,0,25,95,OFF
30,44,64,33,ON
75,13,59,6,OFF
46,29,46,46,ON
36,6,23,90,OFF
14,43,40,94,OFF
55,27,56,110,OFF
74,40,40,100,OFF
58,38,26,75,ON
34,30,39,8,ON
50,42,58,32,ON
13,2,68,107,OFF
8,44,32,59,ON
37,42,31,101,OFF
5,22,66,96,OFF
25,42,68,47,ON
87,33,24,84,ON
66,20,58,51,OFF
81,11,61,50,OFF
50,6,31,45,OFF
57,3,33,105,OFF
19,9,41,81,ON
17,33,44,40,ON
10,0,22,98,OFF
24,15,60,17,ON
19,45,48,60,ON
88,27,51,29,OFF
30,23,40,10,ON
67,44,46,22,OFF
15,39,69,67,ON
14,45,70,66,ON
17,30,20,94,OFF
65,45,54,45,ON
73,1,46,46,OFF
62,15,58,81,OFF
25,37,22,104,OFF
55,25,44,60,ON
46,6,66,28,ON
74,5,37,16,OFF
14,3,56,27,ON
44,43,25,10,ON
40,26,61,7,ON
13,33,65,14,ON
13,11,24,106,OFF
79,37,47,68,ON
44,36,22,107,OFF
65,33,54,58,ON
79,39,70,13,OFF
36,29,55,109,OFF
70,32,69,23,OFF
74,28,22,84,ON
63,9,41,21,OFF
26,32,55,75,ON
68,21,42,4,ON
37,8,50,16,OFF
22,17,20,49,OFF
88,23,27,54,OFF
71,18,35,44,ON
53,16,31,19,ON
66,32,61,2,ON
57,32,32,107,OFF
87,7,68,89,ON
22,20,31,0,ON
4,45,37,79,ON
82,36,25,105,OFF
61,36,41,104,OFF
24,22,27,73,OFF
62,6,60,69,OFF
31,5,48,0,OFF
21,21,23,31,ON
38,22,60,59,OFF
4,41,48,75,ON
1,14,70,86,ON
56,39,38,57,ON
13,43,38,95,OFF
37,17,54,29,OFF
62,36,66,21,OFF
86,32,54,60,ON
30,26,21,93,OFF
32,36,22,101,OFF
27,44,69,44,ON
63,34,35,62,ON
16,17,30,76,ON
26,18,33,27,ON
17,16,35,93,OFF
18,12,43,89,ON
12,18,29,67,ON
33,10,24,21,ON
42,17,27,39,ON
77,20,24,50,OFF
85,22,28,17,OFF
89,41,53,13,OFF
71,6,29,97,OFF
76,18,56,87,OFF
83,41,56,87,ON
40,37,52,51,ON
54,28,64,11,ON
58,6,54,1,OFF
28,25,37,31,OFF
82,37,43,61,ON
37,19,70,42,ON
65,6,28,21,OFF
49,43,25,96,OFF
25,25,53,86,ON
45,27,58,64,ON
14,6,49,47,ON
13,0,53,27,OFF
27,41,61,109,OFF
54,27,67,103,OFF
2,44,49,70,ON
1,44,64,46,ON
42,27,45,106,OFF
74,36,35,42,ON
1,11,56,82,ON
43,23,47,60,ON
18,4,62,60,ON
75,27,35,48,ON
47,6,59,60,OFF
87,20,52,87,OFF
57,33,59,49,ON
63,15,54,29,OFF
83,1,37,98,OFF
21,8,61,18,OFF
12,42,26,69,ON
8,32,32,76,ON
52,39,54,78,ON
52,43,46,84,ON
74,7,41,84,OFF
51,9,26,70,OFF
60,4,52,101,OFF
51,29,41,27,ON
24,18,69,83,ON
82,3,48,22,OFF
65,43,47,6,ON
12,36,64,88,ON
76,34,39,75,ON
84,22,62,86,OFF
72,24,25,56,OFF
30,16,70,59,ON
13,5,24,105,OFF
54,36,65,22,ON
3,13,70,108,OFF
84,3,40,54,OFF
40,0,32,3,OFF
83,27,67,31,OFF
23,36,56,12,ON
24,25,50,52,ON
88,3,44,17,OFF
25,29,66,62,ON
35,5,58,49,OFF
67,5,24,18,OFF
85,6,49,93,OFF
30,27,41,5,ON
20,17,35,11,OFF
77,31,65,53,ON
16,41,49,45,ON
31,16,59,20,OFF
33,10,46,4,OFF
18,1,35,9,OFF
26,42,23,65,ON
79,2,22,67,OFF
21,3,25,86,OFF
86,1,20,41,OFF
15,10,49,45,ON
22,45,30,61,ON
9,12,63,96,OFF
48,16,35,38,OFF
22,21,28,38,ON
68,17,24,29,OFF
8,12,37,4,ON
37,6,61,46,OFF
22,37,29,64,ON
10,11,33,88,ON
28,42,42,21,ON
13,20,23,47,ON
5,6,64,60,ON
20,44,55,97,OFF
33,9,26,23,ON
48,27,26,27,ON
53,45,28,67,ON
33,25,39,62,ON
87,5,43,91,OFF
81,32,23,89,ON
32,32,57,56,ON
5,44,35,98,OFF
17,36,22,67,ON
8,3,42,6,OFF
41,4,44,107,OFF
69,43,39,76,ON
90,45,34,71,ON
17,17,23,72,ON
9,19,67,71,ON
10,18,53,85,ON
33,45,22,80,ON
21,30,37,109,OFF
67,33,42,84,ON
81,30,50,63,ON
64,29,28,61,ON
74,38,64,59,ON
29,44,61,8,ON
59,21,48,76,ON
8,15,47,44,ON
69,34,27,9,ON
35,41,55,77,ON
86,12,55,21,OFF
25,16,36,15,OFF
49,45,21,33,ON
12,20,48,79,ON
41,41,35,33,ON
74,31,54,78,ON
72,33,64,67,ON
28,40,33,78,ON
67,43,52,68,ON
58,45,36,92,OFF
87,34,60,72,ON
31,19,34,59,ON
87,1,50,77,OFF
73,20,30,93,OFF
15,30,29,24,ON
26,2,68,21,ON
37,45,68,104,OFF
90,27,34,24,OFF
48,6,63,22,ON
3,43,40,76,ON
46,43,50,69,ON
18,15,33,103,OFF
15,4,39,75,ON
79,18,64,100,OFF
15,32,33,44,ON
13,6,49,91,OFF
74,32,61,67,ON
27,2,68,84,OFF
43,24,21,51,ON
